店舗名,住所,電話番号,HP,詳細URL
たべてや一得 福島店,大阪府 大阪市北区 大淀南 3-2-4 アパートメントK's 1F,,http://www.bealive.jp,https://tabelog.com/osaka/A2701/A270108/27007412/
ふくみ屋 福島店（福福福屋 ふくみや）,大阪府 大阪市福島区 福島 8-13-12,06-6455-3563,http://fukumiya-2938.com/,https://tabelog.com/osaka/A2701/A270108/27014170/
海鮮丼とお芋スイーツのお店 つくし,大阪府 大阪市福島区 野田 5-17-14,06-6940-7152,,https://tabelog.com/osaka/A2701/A270108/27107268/
居酒屋 べんてんさん,大阪府 大阪市福島区 福島 2-8-16,06-4797-2111,,https://tabelog.com/osaka/A2701/A270108/27049878/
焼酎屋　隆膳,大阪府 大阪市福島区 福島 6-9-17-102 レジオン福島１０２,06-6454-0009,,https://tabelog.com/osaka/A2701/A270108/27036564/
ラ・クチネッラ・ディ・ヤマモト,大阪府 大阪市福島区 福島 2-10-12,06-6451-5454,http://lacucinelladiyamamoto.com,https://tabelog.com/osaka/A2701/A270108/27004885/
ワインバー ヨイドキ,大阪府 大阪市福島区 福島 2-7-8,06-6131-5530,,https://tabelog.com/osaka/A2701/A270108/27139865/
ラ ピッツァ ナポレターナ レガロ（LA PIZZA NAPOLETANA REGALO）,大阪府 大阪市福島区 福島 1-5-2 堀野ビル 1F,06-4796-2215,,https://tabelog.com/osaka/A2701/A270108/27084799/
麺家 アカボシ,大阪府 大阪市福島区 吉野 3-7-7 1F,06-6476-8377,,https://tabelog.com/osaka/A2701/A270108/27139775/
たこやき 瑛ちゃん,大阪府 大阪市福島区 福島 1-2-16,06-6131-4325,,https://tabelog.com/osaka/A2701/A270108/27134757/
やご,大阪府 大阪市福島区 福島 7-7-30,06-6453-8506,,https://tabelog.com/osaka/A2701/A270108/27014201/
和のえひろ,大阪府 大阪市福島区 福島 3-10-14 1・2F,06-6476-8086,,https://tabelog.com/osaka/A2701/A270108/27120523/
そば切り からに,大阪府 大阪市福島区 鷺洲 2-11-26,06-4796-2286,,https://tabelog.com/osaka/A2701/A270108/27004511/
五島列島modern割烹 REHN（レーン）,大阪府 大阪市北区 大淀南 2-6-4 SAGAWAビル 1F,06-6451-1811,,https://tabelog.com/osaka/A2701/A270108/27118341/
マクドナルド JR野田駅前店,大阪府 大阪市福島区 野田 3-12-18,06-6465-3209,https://www.mcdonalds.co.jp/,https://tabelog.com/osaka/A2701/A270108/27061811/
キラク,大阪府 大阪市福島区 野田 3-13-26,06-6465-7305,,https://tabelog.com/osaka/A2701/A270108/27063564/
タリーズコーヒー ホテル阪神店（TULLY'S COFFEE）,大阪府 大阪市福島区 福島 5-6-16,06-6454-1784,http://www.tullys.co.jp/index.html,https://tabelog.com/osaka/A2701/A270108/27084531/
ブラッスリー・アンジュ（Brasserie Ange）,大阪府 大阪市福島区 福島 2-1-41 ブリーズコート 2F,06-6451-1166,http://www.ange514.com/,https://tabelog.com/osaka/A2701/A270108/27045218/
鉄板厨房 広島焼き お多福（おたふく）,大阪府 大阪市福島区 福島 7-6-19,070-9233-5732,http://www.hiroshimayaki-otafuku.com,https://tabelog.com/osaka/A2701/A270108/27010946/
シャンカラ堂,大阪府 大阪市北区 大淀中 3-1-15,070-3792-1989,,https://tabelog.com/osaka/A2701/A270108/27133935/
バー バンクス（BAR BANKS）,大阪府 大阪市北区 中之島 5-3-60 中之島バンクスCENTER 2F,06-6445-7705,,https://tabelog.com/osaka/A2701/A270108/27072319/
みよし食堂,大阪府 大阪市福島区 野田 1-1-86 大阪市中央卸売市場本場,06-6469-7065,,https://tabelog.com/osaka/A2701/A270108/27049489/
居酒屋 忠,大阪府 大阪市福島区 吉野 2-15-5,06-6441-8667,,https://tabelog.com/osaka/A2701/A270108/27028178/
烈志笑魚油 麺香房 三く,大阪府 大阪市福島区 福島 2-6-5 AKパレス 1F,06-6451-4115,https://x.com/menkobo39?s=21&t=V9cOEpQusHJZNuXRSSy8yg,https://tabelog.com/osaka/A2701/A270108/27058993/
メゾン ド ラ クレープ（Maison de La Crepe）,大阪府 大阪市福島区 福島 7-22-17 BRAVI福島 3F,090-1717-4090,,https://tabelog.com/osaka/A2701/A270108/27120836/
やきとり道場 福島店,大阪府 大阪市福島区 福島 3-11-14,06-6451-9411,,https://tabelog.com/osaka/A2701/A270108/27127538/
居酒屋 ときため,大阪府 大阪市福島区 福島 6-9-17 レジオン福島,06-6451-7710,,https://tabelog.com/osaka/A2701/A270108/27117007/
フエ°（fouet°）,大阪府 大阪市福島区 福島 7-10-9 1F,06-6455-0565,https://www.fouet-cafe.com/,https://tabelog.com/osaka/A2701/A270108/27052932/
STANDさつま,大阪府 大阪市北区 大淀南 3-5-14,,,https://tabelog.com/osaka/A2701/A270108/27139926/
鈍○酒場,大阪府 大阪市福島区 福島 5丁目12-22 紅和ビル1F,06-4797-3812,,https://tabelog.com/osaka/A2701/A270108/27043039/
てつめがね,大阪府 大阪市福島区 大開 1-15-24,06-6147-5809,,https://tabelog.com/osaka/A2701/A270108/27084985/
立って呑む所 しゃべろば,大阪府 大阪市福島区 福島 5-12-18,06-6455-6855,http://www.kit.hi-ho.ne.jp/nandaimon/syaberob.htm,https://tabelog.com/osaka/A2701/A270108/27003157/
Ｄ2Ｚ（デニズ）,大阪府 大阪市福島区 福島 5-11-3,06-6442-1414,,https://tabelog.com/osaka/A2701/A270108/27059536/
すが,大阪府 大阪市福島区 福島 7-13-7 福島ビル北館　１Ｆ,06-6343-9114,,https://tabelog.com/osaka/A2701/A270108/27002070/
かき氷専門店&スイーツ えびす,大阪府 大阪市福島区 福島 7-5-2 福島大伸ビル 2F,06-6451-5151,,https://tabelog.com/osaka/A2701/A270108/27092007/
やまもと,大阪府 大阪市福島区 福島 7-7-29,06-6453-1369,,https://tabelog.com/osaka/A2701/A270108/27010531/
御食事 酒処 うえ河,大阪府 大阪市福島区 福島 1-5-8,06-7492-7516,,https://tabelog.com/osaka/A2701/A270108/27047109/
鴨と鶏 酒場 純,大阪府 大阪市福島区 福島 7-5-1 レインボービル 3F,070-5263-4468,,https://tabelog.com/osaka/A2701/A270108/27148617/
二番どり（ニバンドリ）,大阪府 大阪市福島区 福島 5-11-8,06-6451-6718,,https://tabelog.com/osaka/A2701/A270108/27008742/
ぢどり亭 福島店（ぢどりてい）,大阪府 大阪市福島区 福島 5-13-11 大伸ビル　１Ｆ,06-6147-6389,,https://tabelog.com/osaka/A2701/A270108/27005322/
鶏と畑（トリトハタケ）,大阪府 大阪市福島区 福島 1-5-2,06-6454-0070,http://toritohatake.com/,https://tabelog.com/osaka/A2701/A270108/27103287/
Taverna Coccorana（タベルナ コッコラーナ）,大阪府 大阪市福島区 福島 1-2-35 パインブルックリン 1Ｆ,06-6147-7704,,https://tabelog.com/osaka/A2701/A270108/27088071/
鉄板屋 欣（テッパンヤヨシ）,大阪府 大阪市福島区 福島 3-8-10,06-6453-4451,,https://tabelog.com/osaka/A2701/A270108/27010365/
Bar Speakeasy,大阪府 大阪市福島区 海老江5-1-15 2F,06-6451-1761,,https://tabelog.com/osaka/A2701/A270108/27054605/
グリルタケヤ,大阪府 大阪市福島区 福島 6-22-11,06-6453-9028,,https://tabelog.com/osaka/A2701/A270108/27121027/
マクドナルド イオン野田店,大阪府 大阪市福島区 海老江 1-1-23 野田阪神ウイステ イオン野田店4F,06-6457-0940,,https://tabelog.com/osaka/A2701/A270108/27066931/
レクラ,大阪府 大阪市北区 中之島 5-3-68 リーガロイヤルホテル 1F,050-5869-1179,http://www.rihga.co.jp/osaka/leclat/index.html,https://tabelog.com/osaka/A2701/A270108/27011291/
活菜,大阪府 大阪市福島区 野田 3-6-19,06-6468-1088,http://alphashoji.com/showa-holmon/fc/info.html,https://tabelog.com/osaka/A2701/A270108/27046695/
あんばらんす 野田阪神店,大阪府 大阪市福島区 海老江 2-2-7,06-6455-7389,https://anbaransu.owst.jp/,https://tabelog.com/osaka/A2701/A270108/27036566/
裏野田 英（うらのだ はなぶさ）,大阪府 大阪市福島区 大開 1-19-1,070-2406-1717,,https://tabelog.com/osaka/A2701/A270108/27138369/
カエール（【旧店名】バル・カ・エール）,大阪府 大阪市福島区 吉野 3-1-40,06-6467-5003,,https://tabelog.com/osaka/A2701/A270108/27063634/
スタジオクートカフェ（studio coote cafe）,大阪府 大阪市福島区 福島 1-5-18,06-4981-9061,http://coote.club/,https://tabelog.com/osaka/A2701/A270108/27095699/
大黒 福島２号店,大阪府 大阪市福島区 福島 7丁目6-7,06-6450-1717,,https://tabelog.com/osaka/A2701/A270108/27012729/
三田製麺所 阪神野田店,大阪府 大阪市福島区 海老江 1-1-17 野田アプラ西棟 1F,06-6136-5988,https://mita-seimen.com/shop/2018/09/11/shop_30_hanshinnoda/,https://tabelog.com/osaka/A2701/A270108/27106930/
自家焙煎珈琲＆ジョージアワイン IMEDI（イメディ）,大阪府 大阪市福島区 鷺洲 1-2-11,06-7174-7992,,https://tabelog.com/osaka/A2701/A270108/27123340/
オーサムベーカリー 福島店（AWESOME BAKERY）,大阪府 大阪市福島区 福島 3-10-3,06-6454-6711,,https://tabelog.com/osaka/A2701/A270108/27123400/
DADA,大阪府 大阪市福島区 福島 2-2-17 POGOHAUS 1F,070-8555-1988,,https://tabelog.com/osaka/A2701/A270108/27126139/
やきとり一番 野田阪神駅前店（いちばん）,大阪府 大阪市福島区 大開 1-15-29,06-6463-1194,http://www.yakitori-ichiban.co.jp/,https://tabelog.com/osaka/A2701/A270108/27026632/
ブーランジェリー ツール・ド・フランス（Boulangerie Tour de France）,大阪府 大阪市福島区 吉野 2-3-14,06-6444-7111,http://www.big-beans.com/,https://tabelog.com/osaka/A2701/A270108/27010508/
CoCo壱番屋 ＪＲ福島駅前店（ココイチバンヤ）,大阪府 大阪市福島区 福島 7-14-17,06-4798-7577,http://www.ichibanya.co.jp/,https://tabelog.com/osaka/A2701/A270108/27036220/
八万,大阪府 大阪市福島区 福島 7丁目7-10,06-6452-0766,,https://tabelog.com/osaka/A2701/A270108/27046936/
BAR AC depth（バー エーシー デプス）,大阪府 大阪市福島区 福島 5-12-14,06-6454-0012,,https://tabelog.com/osaka/A2701/A270108/27013657/
ドノスティア（Donostia）,大阪府 大阪市北区 中之島 3-6-32 ダイビル本館 1F,06-6136-5500,,https://tabelog.com/osaka/A2701/A270108/27074000/
旬菜織部,大阪府 大阪市北区 堂島 3-2-4,06-6344-7577,,https://tabelog.com/osaka/A2701/A270108/27039612/
アーネック（ARNECK）,大阪府 大阪市福島区 福島 5-6-31,06-6451-3888,,https://tabelog.com/osaka/A2701/A270108/27002703/
くらむぽん お酒とそのおともだち,大阪府 大阪市福島区 鷺洲 2-12-32,06-4300-7032,http://kuramupon.com,https://tabelog.com/osaka/A2701/A270108/27110014/
呑処 まいど,大阪府 大阪市福島区 福島 5-15-2 Yoshikawa.Bild 103,06-6454-3330,,https://tabelog.com/osaka/A2701/A270108/27014203/
旭屋（あさひや）,大阪府 大阪市福島区 野田 3-6-17,06-6462-1218,,https://tabelog.com/osaka/A2701/A270108/27000046/
天武亭 征家 本店,大阪府 大阪市福島区 大開 1-17-9,06-6460-0444,,https://tabelog.com/osaka/A2701/A270108/27119001/
BAR noisy＋PLUS（ノイジー ＋ プラス）,大阪府 大阪市福島区 福島 5-13-6,06-6452-1233,,https://tabelog.com/osaka/A2701/A270108/27019055/
おばんざいと炭火焼き 亀太郎,大阪府 大阪市福島区 吉野 2-3-1 野中ビル 1F,050-3628-1894,,https://tabelog.com/osaka/A2701/A270108/27099865/
喫茶 マルコ,大阪府 大阪市福島区 福島 2-10-15,,,https://tabelog.com/osaka/A2701/A270108/27136143/
韓式料理 ムグンファ（무궁화）,大阪府 大阪市北区 大淀中 3-1-15,,,https://tabelog.com/osaka/A2701/A270108/27138826/
大洋軒（タイヨウケン）,大阪府 大阪市福島区 福島 5-13-1 上翔ビル 1F,06-6458-6377,http://taiyouken.web.fc2.com/index.htm,https://tabelog.com/osaka/A2701/A270108/27005163/
ＶｉｎｏＬｏｃｏ（ビノ ロコ）,大阪府 大阪市福島区 福島 5-8-11 光ビル 1F,090-5687-9405,,https://tabelog.com/osaka/A2701/A270108/27067542/
フェルマータ（fermata　）,大阪府 大阪市福島区 吉野 2-10-12 ゴールデンラビス 1F,06-6441-6673,http://ameblo.jp/fermata-olive/,https://tabelog.com/osaka/A2701/A270108/27017615/
天下一品 福島店,大阪府 大阪市福島区 福島 6-12-13 ビートワンビル1F,06-6453-8553,http://www.tenkaippin.co.jp/cgi-bin/pc/shop/detail.rb?id=134,https://tabelog.com/osaka/A2701/A270108/27020422/
糀 やまき,大阪府 大阪市福島区 鷺洲 2-10-1,06-6454-0166,,https://tabelog.com/osaka/A2701/A270108/27084968/
GIVERNY,大阪府 大阪市福島区 福島 5-12-8 馬淵ビル 1F,06-6454-8807,https://giverny-bar.com/,https://tabelog.com/osaka/A2701/A270108/27083383/
かしわや 泰 美酒佳鶏（KASHIWAYA YASU BISYUKAKEI【旧店名】かしわや 闘鶏）,大阪府 大阪市福島区 福島 7-5-20 びびる 1F,06-6452-4705,https://g.co/kgs/kmaj2To,https://tabelog.com/osaka/A2701/A270108/27002614/
KAYRA BAKERY（ケーラ ベーカリー）,大阪府 大阪市福島区 吉野 3-1 オーケー12番街 第12区1号,,https://kayra-bakery.com/,https://tabelog.com/osaka/A2701/A270108/27141899/
日本料理　花川,大阪府 大阪市福島区 福島 5-6-48,06-6136-3266,,https://tabelog.com/osaka/A2701/A270108/27061885/
バル TRIUMPH（トリンプ）,大阪府 大阪市福島区 福島 5-15-2 102,06-6147-7577,,https://tabelog.com/osaka/A2701/A270108/27073672/
松屋 大阪野田店,大阪府 大阪市福島区 吉野 3-12-27,080-5928-1155,http://www.matsuyafoods.co.jp/,https://tabelog.com/osaka/A2701/A270108/27055197/
日本盛（にほんさかり）,大阪府 大阪市福島区 吉野 2-15-1 松井ビル 1F,06-6441-1212,,https://tabelog.com/osaka/A2701/A270108/27065578/
お酒とさかな かけはし,大阪府 大阪市福島区 福島 2-7-20,06-6454-8939,,https://tabelog.com/osaka/A2701/A270108/27075466/
ここから屋,大阪府 大阪市福島区 福島 1-6-12,06-6346-2989,,https://tabelog.com/osaka/A2701/A270108/27058430/
モクセイ,大阪府 大阪市福島区 吉野 1-9-16,06-6447-4413,,https://tabelog.com/osaka/A2701/A270108/27057141/
かく庄,大阪府 大阪市福島区 福島 7-1-10,06-6458-8139,,https://tabelog.com/osaka/A2701/A270108/27032642/
awaiya books（アワイヤブックス）,大阪府 大阪市福島区 海老江 2-7-22,,,https://tabelog.com/osaka/A2701/A270108/27129593/
FOLK茶菓（フォルクサカ）,大阪府 大阪市福島区 福島 1-6-29,070-2683-1767,,https://tabelog.com/osaka/A2701/A270108/27144931/
海鮮居酒屋 新鮮丸,大阪府 大阪市福島区 福島 7-11-43 福ろうじ内一番奥,06-6451-2937,,https://tabelog.com/osaka/A2701/A270108/27013855/
あわ鷹 別邸,大阪府 大阪市福島区 福島 5-12-21,06-6454-6006,,https://tabelog.com/osaka/A2701/A270108/27110162/
酒縁　ゆるり,大阪府 福島区吉野2-13-7,090-4902-6434,,https://tabelog.com/osaka/A2701/A270108/27018814/
A bar（エーバー）,大阪府 大阪市福島区 福島 6-14-9 なにわ筋出水ビル B１F,06-6453-4545,http://www.abar1101.com/,https://tabelog.com/osaka/A2701/A270108/27062205/
cafe12（カフェトゥエルブ）,大阪府 大阪市福島区 福島 2-3-12,06-6136-3670,,https://tabelog.com/osaka/A2701/A270108/27093789/
竹之内,大阪府 大阪市福島区 海老江 5-4-16,06-6440-0511,,https://tabelog.com/osaka/A2701/A270108/27045145/
大吾郎商店（だいごろしょうてん）,大阪府 大阪市北区 大淀中 4-15-15,06-6458-5236,,https://tabelog.com/osaka/A2701/A270108/27007789/
肉・海鮮 ちりとり鍋 正乃屋,大阪府 大阪市福島区 吉野 2-1-6,050-1174-6051,,https://tabelog.com/osaka/A2701/A270108/27138865/
ジャコー,大阪府 大阪市福島区 吉野 2-14-16,06-6441-7066,,https://tabelog.com/osaka/A2701/A270108/27041166/
たけもとや,大阪府 大阪市北区 大淀中 2-2-9,06-6343-0981,,https://tabelog.com/osaka/A2701/A270108/27117343/
わらび屋本舗 福島店,大阪府 大阪市福島区 福島 5-6-33 井上ビル 1F,06-6486-9039,https://warabimochi.osaka.jp/,https://tabelog.com/osaka/A2701/A270108/27116929/
中央市場 藤味,大阪府 大阪市福島区 野田 4-1-36 野田4松屋ビル 1F,090-4252-1252,,https://tabelog.com/osaka/A2701/A270108/27124551/
ぷーれ（Poulet）,大阪府 大阪市福島区 福島 7-7-22 1F,06-6450-1522,,https://tabelog.com/osaka/A2701/A270108/27088390/
口八町 新福島店,大阪府 大阪市福島区 福島 2-9-10,06-6867-9971,,https://tabelog.com/osaka/A2701/A270108/27135821/
焼きそば 悠,大阪府 大阪市福島区 福島 6-1-6 メゾンOBK 1F,06-6131-8974,,https://tabelog.com/osaka/A2701/A270108/27146017/
神戸華庵 福島大開店,大阪府 大阪市福島区 大開 4-1-78,06-6460-8787,,https://tabelog.com/osaka/A2701/A270108/27053031/
日本酒 弘大（ニホンシュ ヒロシダイ）,大阪府 大阪市福島区 福島 4-4-39,06-6448-1155,https://hiroshidai.com/,https://tabelog.com/osaka/A2701/A270108/27082723/
リーガロイヤルホテル大阪 プレジデンシャルタワーズ,大阪府 大阪市北区 中之島 5-3-68,06-6448-1121,,https://tabelog.com/osaka/A2701/A270108/27052735/
西梅田 らんぷ,大阪府 大阪市福島区 福島 6-11-14,06-6453-7077,https://tkanai1.wixsite.com/mysite-1,https://tabelog.com/osaka/A2701/A270108/27098217/
どにを,大阪府 大阪市福島区 福島 7-11-51 福ろうじ内,090-5014-8004,,https://tabelog.com/osaka/A2701/A270108/27062381/
楽,大阪府 大阪市福島区 福島 5-13-7,06-6451-3187,,https://tabelog.com/osaka/A2701/A270108/27043670/
中央市場食堂（まいどおおきに食堂）,大阪府 大阪市福島区 野田 1-1-86 大阪市中央卸売市場本場 市場東棟 2F,06-4804-8004,https://www.shokudo.jp/,https://tabelog.com/osaka/A2701/A270108/27068489/
THE MILL,大阪府 大阪市北区 大淀南 2-6-18,,,https://tabelog.com/osaka/A2701/A270108/27148146/
